seed,a_star,eps,vis,fr,rank,dropped,total_tries
135,1,0.1,100,0.01,3,0,19500
135,1,0.1,100,0.005,8,0,19500
135,1,0.1,100,0.0025,8,0,19500
136,1,0.1,100,0.02,2,0,19500
136,1,0.1,100,0.01,2,0,19500
136,1,0.1,100,0.005,2,0,19500
136,1,0.1,100,0.0025,2,0,19500
137,1,0.1,100,0.02,4,0,33000
137,1,0.1,100,0.01,6,0,33000
137,1,0.1,100,0.005,6,0,33000
137,1,0.1,100,0.0025,6,0,33000
138,0,0.1,100,0.02,1,0,22500
138,0,0.1,100,0.01,1,0,25500
138,0,0.1,100,0.005,1,0,24000
138,0,0.1,100,0.0025,1,0,22500
139,1,0.1,100,0.02,1,0,27000
139,1,0.1,100,0.01,1,0,27000
139,1,0.1,100,0.005,3,0,27000
139,1,0.1,100,0.0025,7,0,27000
140,3,0.1,100,0.02,2,0,24000
140,3,0.1,100,0.01,2,0,24000
140,3,0.1,100,0.005,2,0,24000
140,3,0.1,100,0.0025,10,0,24000
141,3,0.1,100,0.02,2,0,39000
141,3,0.1,100,0.01,2,0,39000
141,3,0.1,100,0.005,2,0,39000
141,3,0.1,100,0.0025,2,0,39000
142,2,0.1,100,0.02,2,0,36000
142,2,0.1,100,0.01,2,0,36000
142,2,0.1,100,0.005,3,0,36000
142,2,0.1,100,0.0025,6,0,36000
